Image Id,Period,Game Clock,Home_Player_Count,Away_Player_Count,Coverage_Percent
2024-10-25 Team H @ Team G_089530,1,12:11,6,4,0.6218208154674556
2024-10-25 Team H @ Team G_089531,1,12:11,6,4,0.6141618887944765
2024-10-25 Team H @ Team G_089532,1,12:11,6,4,0.6151986709001837
2024-10-25 Team H @ Team G_089533,1,12:11,6,4,0.6204897863180492
2024-10-25 Team H @ Team G_089534,1,12:11,6,4,0.6264534252729292
2024-10-25 Team H @ Team G_089535,1,12:11,6,4,0.6331874077141042
2024-10-25 Team H @ Team G_089536,1,12:11,6,4,0.6356436319351841
2024-10-25 Team H @ Team G_089537,1,12:11,6,4,0.6389872274354224
2024-10-25 Team H @ Team G_089538,1,12:11,6,4,0.6421188593034225
2024-10-25 Team H @ Team G_089539,1,12:11,6,4,0.6455360952160619
2024-10-25 Team H @ Team G_089540,1,12:11,6,4,0.6490642784125903
2024-10-25 Team H @ Team G_089541,1,12:11,6,4,0.6526032535693853
2024-10-25 Team H @ Team G_089542,1,12:11,6,4,0.6570184852979946
2024-10-25 Team H @ Team G_089543,1,12:11,6,4,0.6599886879831905
2024-10-25 Team H @ Team G_089544,1,12:11,6,4,0.6612900987384256
2024-10-25 Team H @ Team G_089545,1,12:11,6,4,0.6634358019466905
2024-10-25 Team H @ Team G_089546,1,12:11,6,4,0.6656166398927306
2024-10-25 Team H @ Team G_089547,1,12:11,6,4,0.6673011414145145
2024-10-25 Team H @ Team G_089548,1,12:11,6,4,0.6681083005719948
2024-10-25 Team H @ Team G_089549,1,12:11,6,4,0.670439198151817
2024-10-25 Team H @ Team G_089550,1,12:11,6,4,0.6706073611407444
2024-10-25 Team H @ Team G_089551,1,12:11,6,4,0.6705451431421543
2024-10-25 Team H @ Team G_089552,1,12:11,6,4,0.6752484727889727
2024-10-25 Team H @ Team G_089553,1,12:11,6,4,0.6785271564674289
2024-10-25 Team H @ Team G_089554,1,12:11,6,4,0.6820991383834069
2024-10-25 Team H @ Team G_089555,1,12:11,6,4,0.6858382948887909
2024-10-25 Team H @ Team G_089556,1,12:11,6,4,0.6882006405770587
